identifier,interface_phenotype,probability
8B4D_C,I001,1.0
8B6K_A,I001,1.0
8B76_B,I001,1.0
8B7E_B,I001,1.0
8BAR_A,I001,0.8671659117743203
8BD5_E,I001,0.757599792169565
8BVW_3,I_NOISE,0.0
8BX1_E,I001,0.9888568607452245
8BYX_B,I001,0.9611159861355355
8BZM_B,I001,1.0
8BZM_E,I001,1.0
8C56_A,I001,1.0
8C7S_A,I001,0.5939457323045465
8C7U_D,I001,0.9880232624221701
8C84_B,I001,1.0
8CDN_A,I001,1.0
8CEO_5,I_NOISE,0.0
8CRO_C,I001,0.7102678116120543
8CSZ_D,I001,1.0
8CWW_P,I001,1.0
8D0B_A,I001,0.6088936608894462
8D0B_B,I001,0.6946680234805436
8D0K_B,I_NOISE,0.0
8D0K_D,I_NOISE,0.0
8D2L_A,I001,0.6286644219039927
8D2M_A,I001,0.9877861135474916
8D3M_A,I001,0.7948108063955632
8D3M_E,I001,1.0
8D3M_I,I001,0.9683784171524589
8D3P_B,I_NOISE,0.0
8D3P_E,I_NOISE,0.0
8D4A_A,I001,1.0
8DEJ_C,I_NOISE,0.0
8DEJ_J,I001,0.8872828494611993
8DF8_A,I001,0.521546015855371
8DLF_A,I001,0.724302293693371
8DQ1_C,I_NOISE,0.0
8DQW_E,I001,0.6776425377210781
8DR0_C,I001,0.6624652020262061
8DR0_D,I001,0.661208116095454
8DR1_C,I001,1.0
8DTP_A,I002,1.0
8DUE_B,I001,0.4935306514782397
8DW0_A,I001,1.0
8DW8_A,I001,0.9572475907240263
8DWE_A,I001,1.0
8DWF_A,I001,1.0
8DWJ_A,I001,0.7458625377586069
8DY7_H,I001,0.9729141663980877
8DY9_B,I001,0.6787951928953239
8DY9_C,I001,0.3607336377047636
8DY9_D,I001,0.48043468024498415
8DY9_I,I001,0.9133122296898485
8DZJ_A,I001,1.0
8E2P_B,I001,0.8170574101923694
8E2Q_B,I001,1.0
8E5D_A,I001,1.0
8E66_A,I001,0.7088098412990834
8E67_F,I001,0.9377744642266971
8E9A_A,I001,0.9683784171524589
8EA4_O,I001,1.0
8EB5_A,I001,0.6383982036079767
8EBT_A,I001,1.0
8EBT_B,I001,0.6549304353849531
8EBT_H,I001,0.9494870567032203
8EBT_K,I001,0.8871928036391784
8EFV_B,I001,0.7493788772897173
8EG8_J,I001,1.0
8EH8_J,I001,0.9747525571239011
8EJ3_D,I001,0.8115947659417087
8EMH_B,I001,0.9179104350846871
8EPX_D,I001,0.9428128625788208
8ER8_A,I001,0.42653317685910985
8F3C_J,I001,0.9747525571239011
8F69_A,I001,0.9638759124946084
8F6B_F,I001,0.14487670739633457
8FCJ_A,I001,0.7735836925972549
8FCJ_H,I001,0.7249979927408601
8FCJ_I,I001,1.0
8FCV_P,I001,0.7878232903363621
8FFI_A,I001,0.6437832835427052
8FIJ_B,I001,0.9683784171524589
8FIK_A,I001,0.9683784171524589
8FLJ_B,I001,0.6654051397423421
8FLJ_F,I001,0.6932619516823333
8FLJ_G,I001,0.7675886449641443
8FS2_B,I001,1.0
8FS3_C,I_NOISE,0.0
8FW7_D,I001,0.7126339263081021
8FYB_C,I001,0.594637382058484
8FYC_A,I_NOISE,0.0
8FYC_C,I_NOISE,0.0
8FYC_K,I_NOISE,0.0
8FZT_E,I001,0.3906526858418193
8G0H_D,I001,0.5391889517264031
8G0Z_A,I002,1.0
8G1S_J,I001,1.0
8G2Q_A,I001,0.9246267958169326
8G2W_J,I001,0.9309229473895508
8G6S_K,I001,0.7540833732796465
8G7E_J,I001,1.0
8G9U_A,I001,0.723562317654785
8G9U_G,I001,0.748235614699533
8G9U_H,I001,0.6276809114630362
8G9U_N,I001,0.5549564919529767
8G9U_P,I001,0.9820800749651996
8GAO_G,I_NOISE,0.0
8GCC_A,I001,1.0
8GH8_A,I_NOISE,0.0
8GIS_A,I001,0.9246267958169326
8GME_C,I_NOISE,0.0
8GMU_F,I001,1.0
8GRM_A,I001,1.0
8GRM_C,I001,1.0
8GRM_D,I001,1.0
8GRM_F,I001,1.0
8GRM_P,I_NOISE,0.0
8GRQ_C,I001,1.0
8GZH_C,I001,0.7861206078908927
8GZH_D,I001,0.7232502677288224
8GZH_Z,I001,1.0
8H0L_A,I001,1.0
8H3V_S,I_NOISE,0.0
8H40_A,I001,0.6251799701126292
8H40_B,I002,0.825053167291675
8H40_E,I001,0.15674553866870233
8H9H_G,I001,0.9865567442972142
8HCL_A,I001,1.0
8HCM_A,I001,1.0
8HG1_A,I001,0.9956101034200935
8HHL_A,I001,0.8474776563085579
8HI1_A,I001,0.7810799680981391
8HKC_E,I001,0.4333424664119799
8HQY_F,I001,1.0
8HR1_A,I001,1.0
8HR1_B,I001,1.0
8HR1_C,I001,1.0
8HR1_D,I001,0.6597833692507654
8HR5_A,I001,0.6747714685271751
8HVR_D,I001,1.0
8HVR_H,I001,0.8445151490248267
8HYJ_E,I_NOISE,0.0
8I23_C,I001,0.6290023651289948
8I23_D,I001,1.0
8I24_F,I001,0.5042558543069038
8I54_A,I001,1.0
8IA3_E,I001,0.9316758008673084
8IAZ_A,I001,0.986838648875316
8IEJ_D,I001,1.0
8IHM_N,I001,0.7326617518890209
8IJO_A,I001,0.980300948436539
8IJP_A,I001,0.980300948436539
8IK4_A,I001,0.980300948436539
8IK5_C,I001,1.0
8IKD_A,I001,0.980300948436539
8IKE_C,I001,0.9983484584973876
8ILE_B,I001,0.8662515994841874
8ILF_B,I001,0.8147696370823113
8ILG_A,I001,1.0
8ILI_A,I001,1.0
8ILW_C,I001,1.0
8IN8_C,I001,0.809723216270956
8IP0_B,I001,0.603841299662936
8IPP_B,I001,0.8450857558196567
8IQI_C,I001,0.8229372573896148
8ISZ_B,I001,0.5404001006607178
8ITY_O,I_NOISE,0.0
8J0R_A,I001,0.7887386133675243
8J12_A,I001,1.0
8J1J_A,I001,1.0
8J3R_A,I001,0.7630062153675409
8J54_C,I001,0.9904592984445576
8J7S_B,I001,0.7609706859309663
8J8G_A,I001,1.0
8J8G_B,I001,0.7230220310433696
8J9G_B,I001,0.6032388309550321
8JCH_B,I001,1.0
8JFR_C,I001,0.731536858667148
8JFU_B,I001,1.0
8JG9_A,I_NOISE,0.0
8JHF_C,I001,0.7785479937770138
8JHG_F,I001,0.8930444676735391
8JHG_G,I001,0.5647150529846182
8JKK_D,I001,1.0
8JKL_C,I001,1.0
8JKN_C,I001,1.0
8JL0_A,I001,0.7422161759752358
8JMJ_A,I001,0.41564583608248273
8JO2_H,I001,1.0
8JPX_A,I001,0.8139778548200368
8JQ0_D,I001,0.6416208412748904
8JTJ_A,I001,1.0
8K21_A,I001,0.7828247465333995
8K22_A,I001,0.5095032944494602
8K22_B,I001,0.8961500109867101
8K22_C,I001,0.6597833692507654
8K22_D,I001,0.9132583938696279
8K22_G,I001,0.42326183101421627
8K23_B,I001,0.8961497270947656
8K24_B,I001,0.8961498471217988
8K24_D,I001,0.913493548593692
8K25_A,I001,0.8258212146250167
8K25_e,I_NOISE,0.0
8K3D_A,I001,1.0
8K4L_A,I001,1.0
8K58_C,I001,0.8275955441041206
8K58_D,I001,1.0
8K59_F,I001,0.6810826017519408
8K60_D,I001,1.0
8K8C_A,I001,0.7784803421272819
8K8U_A,I001,0.8963082512261338
8KA5_A,I001,0.8603652971339578
8KFR_A,I001,1.0
8KFV_A,I001,0.8764614526337037
8KGQ_A,I_NOISE,0.0
8OF4_C,I001,1.0
8OK9_A,I001,1.0
8OKI_A,I001,0.6206965298667027
8OKI_B,I001,0.6012754421796737
8OL1_A,I001,1.0
8OL1_C,I001,1.0
8OL1_D,I001,0.6567671836899375
8OL1_G,I001,1.0
8OL1_K,I002,1.0
8OO7_A,I_NOISE,0.0
8OOY_A,I002,1.0
8OSB_A,I001,0.9316758008673084
8OSB_B,I001,0.9316758008673084
8OSB_E,I001,1.0
8OTS_N,I001,0.4665343662457033
8OTT_C,I001,1.0
8OTT_D,I001,1.0
8OTT_E,I001,1.0
8OTT_M,I002,1.0
8OTT_N,I002,1.0
8OVW_L,I001,0.555443772619097
8OW1_II,I001,0.780139965917442
8OW4_B,I001,1.0
8OY8_A,I001,1.0
8OZE_F,I001,0.7018531389926458
8P0J_B,I001,0.8774870774432347
8P0J_H,I001,1.0
8P0J_I,I001,1.0
8P5Q_A,I001,1.0
8PDY_J,I001,1.0
8PID_P,I001,1.0
8PIL_I,I001,0.9864374748459702
8PKI_K,I001,0.9574460432162015
8PM4_A,I001,0.8349170349542984
8PMC_A,I001,1.0
8PMF_A,I001,1.0
8PMN_A,I001,1.0
8PNA_A,I001,1.0
8PPT_B,I001,0.6761408631512008
8PS5_A,I001,0.3936600863206341
8PVV_A,I001,0.9271761345658668
8PW0_A,I001,1.0
8Q3E_DDD,I001,1.0
8Q3W_A,I001,0.5554760152135448
8Q40_A,I001,0.9571835504574226
8Q42_A,I001,0.6754329772703254
8Q44_B,I_NOISE,0.0
8Q4D_C,I001,0.4904741270915804
8Q4D_E,I001,0.7312076221179631
8Q9N_B,I001,1.0
8QA9_C,I001,0.9798142968365305
8QBL_E,I001,0.5588567772011586
8QDX_C,I001,0.6536529341844765
8QKT_DDD,I001,1.0
8QKT_GGG,I001,1.0
8QKU_Z,I001,0.15797867114620498
8QLP_E,I001,0.7751002368674803
8QMB_A,I001,1.0
8QQI_A,I001,1.0
8QSZ_B,I001,0.8524498500665713
8QSZ_E,I001,1.0
8QU6_H,I_NOISE,0.0
8QUE_B,I001,0.48780538586179906
8QUE_D,I001,0.6180154116710298
8QUE_E,I001,0.6151375350668539
8QWF_A,I001,0.9022078735647046
8QYV_C,I001,1.0
8QYV_V,I_NOISE,0.0
8R2M_D,I_NOISE,0.0
8R2M_J,I_NOISE,0.0
8R7C_A,I001,0.7621092668763667
8R7C_F,I001,1.0
8R7E_B,I001,1.0
8R7F_A,I001,1.0
8R7F_E,I001,1.0
8R7Y_A,I001,0.8875329342840519
8R7Z_A,I001,1.0
8RAW_B,I001,1.0
8RAZ_A,I001,1.0
8RB1_A,I001,0.6686085099568926
8RB1_B,I001,1.0
8RC3_B,I001,0.5256110155848586
8RC3_F,I001,0.865348861958145
8RC3_G,I001,1.0
8RDJ_C,I001,0.6904273386652473
8RDU_C,I001,0.7961874598969348
8RDU_D,I001,0.8169653909980025
8RE4_C,I001,0.7467915869313414
8RE4_D,I001,1.0
8RE4_M,I001,0.8354522534182368
8REB_M,I001,0.8630878772382403
8REC_M,I001,0.90140819209021
8RED_M,I001,0.8687628350946456
8REE_M,I001,0.866803560798269
8RFJ_M,I001,0.8006102417651909
8RM6_A,I001,1.0
8RPX_D,I001,1.0
8RWV_C,I_NOISE,0.0
8RWV_D,I_NOISE,0.0
8RWV_E,I_NOISE,0.0
8RXD_B,I_NOISE,0.0
8RZV_A,I001,0.9683784171524589
8S35_F,I001,0.7887386133675243
8S35_G,I001,1.0
8S35_M,I001,0.6908802375653522
8S37_B,I001,0.8063360852637255
8S4T_A,I001,0.7509176664444605
8S5A_A,I001,0.8311474723372089
8S70_D,I_NOISE,0.0
8S7G_C,I001,0.757599792169565
8S82_K,I001,0.9464923244837236
8S82_L,I001,0.9042468577732461
8S8P_K,I001,0.7363458160875656
8S8P_L,I001,0.9764009693036276
8S8P_R,I001,1.0
8S8Q_B,I001,1.0
8SCG_A,I001,1.0
8SCO_A,I001,1.0
8SFH_A,I001,1.0
8SFN_A,I001,0.9661790527424139
8SH0_A,I001,0.7527718656102904
8SMX_G,I001,0.8249222765549599
8SMY_L,I_NOISE,0.0
8SN4_M,I002,0.47575126343037993
8SOK_D,I_NOISE,0.0
8SP0_A,I001,0.6122713581914039
8SP1_F,I001,1.0
8SRS_A,I001,0.864419644172615
8SSQ_A,I001,0.5186162910356116
8SSS_D,I001,0.8151065545542955
8SST_D,I001,0.814184343887606
8SUK_D,I001,0.5831105527509753
8SVD_E,I001,1.0
8SZW_J,I001,1.0
8T00_J,I_NOISE,0.0
8T0L_I,I_NOISE,0.0
8T0L_J,I001,0.20666882985866092
8T3X_A,I001,1.0
8T9X_A,I001,0.5224280678930436
8TAC_A,I001,0.6136983058135776
8TCI_A,I001,1.0
8TFD_A,I001,0.8479616161805881
8TJE_A,I001,0.5040476276815797
8TKM_A,I001,1.0
8TP8_D,I001,0.6451755068973227
8TQS_H,I001,0.7146928493562581
8TVC_A,I001,0.9510791236889612
8TVY_B,I001,0.9922459605987888
8TWB_1,I_NOISE,0.0
8TWB_2,I001,0.660888289365833
8TWB_3,I001,1.0
8TZZ_A,I001,0.9530281598859749
8U0O_A,I001,1.0
8U0P_A,I001,1.0
8U0U_A,I001,0.9340274866762608
8U13_G,I001,1.0
8U3K_A,I001,1.0
8U3Y_A,I001,0.8774054089515924
8U8L_B,I001,1.0
8U9L_A,I001,1.0
8UBI_A,I001,1.0
8UBI_C,I001,1.0
8UBI_D,I001,1.0
8UH7_C,I001,0.578875249116995
8UK9_C,I001,0.6341134821350245
8UK9_F,I_NOISE,0.0
8UMF_A,I001,0.9277326720022756
8UMV_B,I001,0.3893046068601354
8UMV_C,I001,1.0
8UMV_D,I002,1.0
8UMV_E,I_NOISE,0.0
8UNF_A,I001,0.6346467563910791
8UNF_B,I001,0.6387390937509352
8UPF_G,I001,1.0
8URW_C,I001,0.6904273386652473
8URW_D,I001,0.8155975934187064
8URW_Z,I001,0.562675635484943
8URY_AB,I001,0.6825999657531964
8UUC_A,I001,1.0
8UVK_B,I001,1.0
8UVX_A,I001,1.0
8UW3_A,I001,0.7138672667708581
8UX1_L,I_NOISE,0.0
8V1Q_A,I001,1.0
8V1U_A,I001,1.0
8V1V_A,I001,1.0
8V32_J,I001,0.8517345700296514
8V6H_A,I_NOISE,0.0
8V6I_D,I_NOISE,0.0
8VAL_E,I001,0.7760647920893788
8VAQ_C,I001,1.0
8VAQ_F,I_NOISE,0.0
8VCJ_B,I001,0.9381746343353106
8VCJ_X,I001,0.5563706265483055
8VG2_G,I001,0.42893735219521834
8VLR_B,I001,1.0
8VLR_D,I001,1.0
8VMJ_K,I001,1.0
8VMJ_S,I001,0.67136217258948
8VMS_A,I001,1.0
8VO0_M,I001,0.5281395646208593
8VO0_S,I001,0.528652836171361
8VXY_B,I001,1.0
8VZL_A,I001,1.0
8W1P_A,I001,0.6373813323683268
8W2Q_A,I001,0.7273657953130709
8W2Q_C,I001,0.8794900614715669
8W34_A,I001,0.8363364214926047
8WA0_C,I001,0.45632320153606654
8WA1_B,I001,0.7920532089305938
8WAK_p,I_NOISE,0.0
8WD8_A,I001,0.9001020811764586
8WFD_E,I001,0.9954107275590401
8WG5_C,I001,1.0
8WOH_B,I_NOISE,0.0
8WPE_A,I001,1.0
8WPK_B,I001,0.6934089580488947
8WR4_B,I001,0.23931379771175867
8WRU_A,I001,0.7075190845313863
8WS5_A,I001,1.0
8WT9_A,I001,0.7803623755704534
8WUS_E,I001,0.7352019231197857
8WUV_A,I001,0.8640036363808435
8WW7_E,I001,1.0
8X15_S,I002,1.0
8X15_T,I_NOISE,0.0
8X5V_A,I001,1.0
8X6G_C,I_NOISE,0.0
8X6G_D,I001,0.38529162181352405
8X6G_H,I001,0.5666607965988664
8X7I_A,I001,1.0
8X7I_C,I001,1.0
8X7J_C,I001,1.0
8X7K_C,I001,1.0
8X7K_F,I001,0.796540549450062
8X7K_G,I001,1.0
8XAK_A,I001,1.0
8XAW_B,I001,0.7673261829390282
8XHV_A,I001,0.9777891206670375
8XIH_B,I001,1.0
8XJ8_A,I002,0.46304031918925515
8XJV_Ab,I001,0.7978970496768316
8XJV_Aq,I001,0.6345714709723573
8XJV_L,I001,0.7099235518270897
8XJV_w,I001,0.8185237914550455
8XK9_D,I001,1.0
8XMC_B,I001,0.8747578846952406
8XMC_E,I001,0.6280784201815014
8XPM_W1,I_NOISE,0.0
8XRF_B,I001,0.8934120470364624
8XWC_A,I001,1.0
8XX4_A,I001,0.7917513028370671
8XX4_B,I001,0.9010744238982008
8XX4_D,I002,1.0
8Y0A_A,I001,1.0
8Y0B_A,I001,1.0
8Y3Z_A,I001,1.0
8Y80_E,I001,0.46749642723647356
8Y9M_A,I001,1.0
8YEY_A,I001,0.9625575285752702
8YJZ_D,I_NOISE,0.0
8YJZ_H,I_NOISE,0.0
8YLG_A,I001,1.0
8YLI_B,I001,1.0
8YMZ_E,I001,0.9689261663431666
8YON_C,I_NOISE,0.0
8YQZ_B,I001,0.3262767804421452
8YV8_K,I001,0.8302497892870984
8YWH_A,I001,0.84417941899856
8YXW_A,I001,0.9290732697953896
8YZT_C,I001,1.0
8Z0K_A,I001,0.4284277803265
8Z0K_E,I001,0.6918964847351362
8Z2N_CA00,I001,0.8998120400103728
8Z79_A,I001,1.0
8Z92_B,I001,1.0
8Z96_B,I001,0.842082321289878
8ZBF_A,I001,0.9127519400063698
8ZDA_A,I001,0.7044430384615471
8ZIT_M,I001,0.6475250618282566
8ZNJ_A,I001,0.9165522874616969
8ZNJ_B,I001,0.7204598716752119
8ZP9_H,I001,0.38652579761028966
8ZQC_A,I001,0.944044341648969
8ZQH_A,I001,1.0
9ANT_A,I001,1.0
9AR6_A,I001,1.0
9B2S_E,I001,0.6423095291244781
9B2T_K,I001,0.8513841279984781
9B7Y_A,I001,0.715917919313056
9B8R_E,I001,1.0
9B8T_B,I_NOISE,0.0
9BC5_F,I_NOISE,0.0
9BCU_A,I001,0.9684318840914617
9BCU_G,I_NOISE,0.0
9BDD_A,I001,0.7005355251868445
9BDW_A,I001,0.40260814934365496
9BE6_A,I001,1.0
9BE6_C,I001,1.0
9BE6_D,I001,1.0
9BE6_F,I001,0.8308478535223704
9BF5_C,I001,0.818327807327738
9BGJ_A,I001,1.0
9BGK_E,I001,0.6848949245722927
9BS2_A,I001,1.0
9BS3_A,I001,1.0
9BS4_A,I001,1.0
9BVD_C,I001,1.0
9BYR_B,I_NOISE,0.0
9BZ0_E,I001,0.9483380283246874
9BZ0_f,I001,0.3962713500345106
9C0I_A,I001,0.938830619906748
9C3U_B,I001,0.864979744340183
9C4D_C,I_NOISE,0.0
9C5G_B,I001,0.8756475344640415
9C5Q_A,I001,0.9114788902756491
9C9W_A,I_NOISE,0.0
9C9Y_A,I001,0.9975018729743228
9CB5_D,I001,0.47679798352338293
9CB5_H,I_NOISE,0.0
9CG4_E,I001,0.792209491209881
9CHN_A,I001,1.0
9CJI_A,I001,1.0
9CK2_F,I001,1.0
9CL7_E,I001,0.6312991539927975
9CMA_A,I001,0.7730913628708393
9CP2_A,I002,1.0
9CVT_B,I_NOISE,0.0
9D3K_A,I001,1.0
9D3K_B,I001,1.0
9D3K_C,I001,0.675533863999603
9D3K_D,I001,0.7571944832998346
9D3K_H,I001,0.7773999196698738
9D3L_C,I001,1.0
9D3L_E,I001,1.0
9D3M_D,I001,0.7311343304889406
9D3N_A,I001,0.9938680543859912
9D3N_C,I001,0.891732438108872
9D3N_D,I001,0.24647761441127447
9D3N_G,I001,0.7333063176260165
9D3O_C,I001,1.0
9D3O_D,I001,1.0
9D3P_A,I001,1.0
9D3P_C,I001,1.0
9D3P_D,I001,1.0
9D3Q_B,I001,1.0
9D3Q_C,I001,1.0
9D3Q_D,I001,1.0
9D3Q_E,I001,1.0
9D3R_A,I001,1.0
9D3R_C,I001,0.931253882051942
9D3R_D,I001,1.0
9D3S_C,I001,1.0
9D3S_D,I001,1.0
9D3T_B,I001,1.0
9D3T_C,I001,0.7619745910758814
9D3T_E,I001,0.9115242768821241
9D3T_H,I001,0.7938768788426387
9D4S_A,I001,0.9917528871576855
9D5L_A,I001,1.0
9D6N_B,I001,1.0
9DBH_A,I001,0.8254672095374187
9DIH_B,I001,0.4192344591893529
9DLS_C,I001,0.5945051448661945
9DM9_A,I001,1.0
9DP2_A,I001,1.0
9DP3_A,I001,1.0
9DP4_A,I001,1.0
9DQN_B,I001,1.0
9E2W_Y,I001,0.5563706265483055
9E5Y_A,I001,0.39787379976484255
9E6N_A,I001,0.7677773977359075
9E88_C,I001,0.842490590226422
9E88_D,I001,0.9230818276861072
9E8Z_C,I001,0.6266454080703793
9E8Z_H,I001,0.9877861135474916
9EA3_A,I001,1.0
9EAR_B,I001,1.0
9ECO_A,I001,0.8482933937356524
9ECP_A,I001,1.0
9ECP_B,I001,0.9969966752749239
9ECP_C,I001,1.0
9ECP_D,I001,1.0
9EFF_B,I001,0.5758585454931288
9EFW_A,I001,1.0
9EH1_B,I001,0.9483158050374525
9EH1_E,I001,0.5951709526504191
9EH1_U,I_NOISE,0.0
9EL5_A,I001,0.8077257278263094
9EMI_A,I001,1.0
9EOA_A,I001,0.8151124645132852
9EOA_G,I001,0.7171438691365765
9EWB_A,I001,1.0
9EWC_C,I001,1.0
9EWD_A,I001,1.0
9EWG_A,I001,1.0
9EWZ_C,I001,1.0
9EZ5_A,I001,1.0
9EZ7_A,I001,1.0
9EZD_A,I001,0.9850049327678997
9EZY_A,I001,1.0
9EZY_B,I001,0.8188371792450546
9EZZ_A,I001,0.9838942436789146
9F0O_B,I001,1.0
9F0O_C,I001,1.0
9F0O_D,I001,0.9787754283383956
9F0O_E,I001,1.0
9F10_F,I001,1.0
9F38_A,I001,0.9388844818377736
9F3T_A,I002,1.0
9F6L_A,I001,0.7330761575750522
9F7D_A,I001,1.0
9F7G_A,I001,0.8849999333904924
9F7L_O,I001,1.0
9FNE_X,I001,0.901074139139402
9FNE_Y,I_NOISE,0.0
9FOY_A,I001,0.9052536837319166
9FSO_Z,I001,0.773617295222457
9FWY_A,I001,1.0
9FYX_B,I001,1.0
9G19_A,I001,1.0
9G44_A,I001,0.6702169554152615
9G44_F,I001,0.4707479037736828
9GA4_B,I001,1.0
9GBV_A,I001,0.4774517092349242
9GBV_B,I001,0.8438768725775114
9GC3_C,I001,0.5591303110862637
9GDA_F,I001,1.0
9GDR_C,I001,0.8775051745825154
9GDS_H,I001,1.0
9GE5_B,I_NOISE,0.0
9GE5_G,I001,1.0
9GE5_I,I001,0.5404438722110632
9GE5_Q,I001,1.0
9GE5_T,I001,0.7865182231871566
9GEF_A,I001,1.0
9GER_L,I_NOISE,0.0
9GEV_B,I_NOISE,0.0
9GFM_M,I001,1.0
9GFM_P,I001,1.0
9GFM_Q,I001,1.0
9GFM_S,I001,1.0
9GFM_T,I001,1.0
9GM2_C,I001,1.0
9GM9_C,I_NOISE,0.0
9GMA_B,I_NOISE,0.0
9GPJ_A,I001,0.9683784171524589
9GS9_A,I001,1.0
9GS9_C,I001,0.6034414206009713
9GUJ_F,I_NOISE,0.0
9GUR_4,I_NOISE,0.0
9GXH_A,I001,0.5719151593622456
9GY0_G,I002,1.0
9H1H_C,I001,0.9694869487745155
9H1V_A,I001,0.6905056188894991
9H1V_B,I001,0.9617308730353672
9H2H_B,I_NOISE,0.0
9H72_L,I_NOISE,0.0
9HGI_A,I001,1.0
9HGJ_A,I001,1.0
9HJO_B,I001,0.9275196781166768
9HJU_B,I_NOISE,0.0
9HP9_A,I001,0.45594449668770026
9HP9_O,I_NOISE,0.0
9HQX_B,I001,0.9058313537384046
9HQX_d,I001,0.6256867034481992
9HR5_C,I001,1.0
9HU3_A,I001,1.0
9HXG_A,I001,0.887154967658006
9HXI_A,I001,0.8919268575389844
9I04_A,I_NOISE,0.0
9I04_B,I_NOISE,0.0
9I16_A,I001,0.9609146016158686
9I16_D,I001,0.7109767098489004
9I22_A,I002,0.5062600274273689
9I2F_A,I001,1.0
9I5I_B,I001,0.9766448028869134
9IAD_A,I001,0.9792272290902884
9IBQ_A,I001,0.9261798029370985
9IGX_B,I001,1.0
9IGX_C,I001,1.0
9IGX_K,I001,0.9712192024245541
9IGX_L,I001,0.582800442031174
9II8_A,I001,0.7575745172047976
9ILL_A,I001,1.0
9ILZ_A,I002,1.0
9ISN_C,I001,0.8742189745867462
9IU2_A,I001,0.9052301910040339
9IX4_A,I001,1.0
9IXM_B,I001,0.8050856899885115
9IZQ_A,I001,1.0
9J89_D,I001,0.6038455210754344
9J8G_A,I001,0.9318067256897293
9J8M_K,I001,1.0
9JFP_A,I001,1.0
9JH7_A,I001,0.8037002477620155
9JHL_A,I001,0.9829830522581312
9JNK_C,I001,0.2247698851701599
9JO8_A,I001,0.7356478841536741
9JO8_D,I001,1.0
9JPJ_K,I001,1.0
9JSZ_A,I001,0.9157103099713549
9JT2_B,I001,0.3388383358262295
9JXS_D,I001,0.16240352760219082
9JXS_E,I001,0.59386512809945
9JZT_A,I001,1.0
9K11_E,I002,0.47575126343037993
9K32_A,I001,0.9010347101861089
9K39_B,I001,1.0
9K3N_B,I001,0.4743913134477484
9K3U_P,I001,0.8719510765035661
9K6I_A,I001,0.6017282774947045
9K9S_A,I001,1.0
9K9S_B,I001,0.8583399427349601
9K9T_C,I_NOISE,0.0
9KCQ_A,I001,0.7678389619178572
9KDQ_A,I001,0.7003335512949352
9KGT_A,I001,1.0
9KH2_A,I001,1.0
9KHZ_A,I001,0.9215011848061512
9KJ6_A,I001,1.0
9KK2_A,I001,0.9661407503878194
9KL8_A,I001,1.0
9KLO_A,I001,0.8037542703972951
9KQH_A,I001,0.8462376018417133
9KY4_D,I001,1.0
9L06_B,I001,0.929899312386958
9L0X_C,I001,0.6249846273743009
9L0X_J,I_NOISE,0.0
9L12_E,I001,1.0
9L1X_C,I001,1.0
9L55_B,I001,0.958050193449865
9L87_B,I001,0.8996676476029759
9L8C_B,I001,0.8595667256090805
9L8D_A,I001,0.9877861135474916
9L8E_A,I001,0.441674889202178
9L8U_A,I001,1.0
9L9S_B,I001,1.0
9LC2_B,I001,0.8913037727671937
9LCW_B,I001,0.51425249566078
9LCX_A,I001,0.6460160845243847
9LCZ_A,I001,0.7261873990025061
9LD1_A,I001,0.866803560798269
9LDA_A,I001,0.7309166983757573
9LDF_A,I001,0.7274280788902407
9LEB_A,I001,1.0
9LIQ_A,I001,0.4861115064596028
9LJ2_A,I001,1.0
9LJ2_C,I001,1.0
9LJE_A,I001,0.938830619906748
9LK0_A,I001,0.9666346426477193
9LLQ_B,I001,1.0
9LM3_A,I001,0.5842192903061354
9LNJ_A,I001,1.0
9LNP_E,I001,1.0
9LNQ_E,I001,1.0
9LP9_A,I001,0.8495388254606222
9LTM_A,I001,0.9849354647484839
9LYV_A,I001,1.0
9M0K_A,I001,0.8245186835365886
9M74_A,I001,0.7112888929910709
9M7T_A,I001,1.0
9M7Y_F,I001,0.4321734771009287
9M98_C,I001,1.0
9M98_D,I001,1.0
9M98_M,I002,0.47575126343037993
9M9D_D,I001,1.0
9M9D_M,I002,1.0
9MJ5_C,I001,0.6710887265297971
9MJ5_S,I001,0.7804381003594406
9MK3_E,I001,1.0
9MKX_A,I001,0.8303340650912414
9MRD_A,I001,0.9877861135474916
9MSF_A,I002,0.9985082255952606
9MSG_M,I001,0.5644706879236959
9MSJ_J,I001,0.9573497784015809
9MU2_P,I001,0.7139011324224415
9MU4_a,I001,1.0
9MU4_c,I001,1.0
9MU4_d,I001,1.0
9MU5_a,I_NOISE,0.0
9MU5_b,I_NOISE,0.0
9MU5_g,I_NOISE,0.0
9MU8_A,I001,1.0
9MU8_B,I001,0.715520343230553
9MU8_E,I001,0.952684882304611
9MVY_D,I001,1.0
9MYE_A,I001,0.8399884782433893
9N07_A,I001,1.0
9N07_J,I001,1.0
9N3Y_A,I001,0.938341942099957
9N3Z_B,I001,0.5311687490755148
9N3Z_D,I001,0.6815514060642371
9N3Z_H,I001,0.7393176520898381
9N6B_A,I001,0.875045743442368
9N6C_E,I001,0.8788074024921715
9N6H_A,I001,1.0
9N6H_B,I001,1.0
9N6H_D,I001,1.0
9N6H_K,I001,1.0
9N6I_A,I001,1.0
9N83_F,I001,0.9076480446057575
9N9Q_A,I001,0.9649361246407241
9N9Q_C,I001,0.6128470629428491
9N9Q_F,I001,0.6593711044622645
9N9Q_G,I001,1.0
