global_phenotype,identifier,probability
G_NOISE,6FQB_E,0.0
G_NOISE,6FTX_E,0.0
G_NOISE,6FTX_W,0.0
G_NOISE,6FWR_A,0.0
G013,6FZS_B,1.0
G013,6FZT_A,1.0
G_NOISE,6FZV_A,0.0
G_NOISE,6G0A_A,0.0
G_NOISE,6G1T_A,0.0
G_NOISE,6GAT_A,0.0
G_NOISE,6GCF_A,0.0
G_NOISE,6GED_A,0.0
G_NOISE,6GIS_A,0.0
G_NOISE,6GOV_G,0.0
G_NOISE,6GOV_N,0.0
G023,6GOV_Y,1.0
G_NOISE,6GRH_1,0.0
G_NOISE,6GRH_C,0.0
G_NOISE,6GTG_A,0.0
G_NOISE,6GTS_C,0.0
G_NOISE,6GVQ_B,0.0
G_NOISE,6GY3_A,0.0
G035,6H0S_A,1.0
G_NOISE,6H1V_A,0.0
G_NOISE,6H59_A,0.0
G_NOISE,6H5E_B,0.0
G_NOISE,6HB4_A,0.0
G_NOISE,6HD7_v,0.0
G_NOISE,6HP7_A,0.0
G_NOISE,6HY0_D,0.0
G_NOISE,6I1K_A,0.0
G_NOISE,6I1L_A,0.0
G_NOISE,6I52_B,0.0
G_NOISE,6I52_C,0.0
G_NOISE,6I5O_A,0.0
G_NOISE,6I8A_A,0.0
G_NOISE,6I8V_A,0.0
G_NOISE,6I9E_H,0.0
G_NOISE,6IAW_A,0.0
G_NOISE,6IFM_B,0.0
G_NOISE,6IIT_B,0.0
G038,6IJA_A,0.11100037199679551
G_NOISE,6IMK_A,0.0
G_NOISE,6IMN_A,0.0
G_NOISE,6IOD_A,0.0
G009,6IPU_A,1.0
G008,6IPU_C,1.0
G011,6IPU_D,0.9934411271346814
G010,6IPU_F,0.9664045434670857
G008,6IQ4_C,1.0
G_NOISE,6IR8_A,0.0
G016,6IS7_A,0.7052487934057097
G028,6IS8_A,1.0
G018,6IUD_A,1.0
G009,6IY2_A,0.6646237398496452
G008,6IY2_C,0.6091000316335052
G011,6IY2_D,0.8521345777950261
G011,6IY3_D,0.9588766812674988
G031,6IZH_A,1.0
G_NOISE,6J2Q_T,0.0
G_NOISE,6J4R_A,0.0
G_NOISE,6J5B_C,0.0
G034,6J80_B,0.9507006419843181
G019,6J9C_D,0.8261326387928318
G022,6J9F_C,1.0
G_NOISE,6JBX_A,0.0
G022,6JCY_C,1.0
G_NOISE,6JCZ_C,0.0
G_NOISE,6JDD_A,0.0
G_NOISE,6JDV_A,0.0
G_NOISE,6JE4_K,0.0
G_NOISE,6JG8_B,0.0
G_NOISE,6JMA_C,0.0
G_NOISE,6JNI_A,0.0
G_NOISE,6JNX_P,0.0
G028,6JRF_A,1.0
G028,6JRG_A,1.0
G_NOISE,6JTB_A,0.0
G002,6JTQ_A,1.0
G_NOISE,6JUM_A,0.0
G_NOISE,6JUN_A,0.0
G020,6JUP_A,0.3606837373384268
G020,6JUQ_A,0.3606837373384268
G_NOISE,6JUR_A,0.0
G_NOISE,6JUS_A,0.0
G002,6JW0_A,1.0
G002,6JW3_A,0.9165250799205702
G002,6JW5_A,0.9176419476334563
G008,6JXD_C,1.0
G011,6JXD_D,0.9934411271346814
G009,6JXD_E,1.0
G008,6JXD_G,1.0
G_NOISE,6JYW_A,0.0
G_NOISE,6K3J_A,0.0
G043,6K4Q_B,1.0
G_NOISE,6K4Y_M,0.0
G_NOISE,6K8O_A,0.0
G_NOISE,6KBS_B,0.0
G_NOISE,6KC8_A,0.0
G_NOISE,6KCP_D,0.0
G_NOISE,6KCQ_B,0.0
G028,6KDB_A,0.9884227085000679
G009,6KE9_E,1.0
G008,6KE9_G,0.9811347914337364
G_NOISE,6KF9_B,0.0
G_NOISE,6KF9_C,0.0
G018,6KI3_B,1.0
G_NOISE,6KKM_E,0.0
G_NOISE,6KNB_E,0.0
G024,6KOP_D,1.0
G_NOISE,6KS6_Q,0.0
G029,6KSF_A,0.952300994668922
G028,6KVO_A,0.8270012716978421
G_NOISE,6L1L_B,0.0
G_NOISE,6L2O_A,0.0
G005,6L6Q_A,0.9019058445353062
G_NOISE,6L6S_A,0.0
G_NOISE,6L6Y_D,0.0
G020,6L84_A,1.0
G_NOISE,6L8E_A,0.0
G_NOISE,6LBR_A,0.0
G005,6LC1_A,0.9019058445353062
G_NOISE,6LCT_A,0.0
G_NOISE,6LDI_H,0.0
G_NOISE,6LLZ_A,0.0
G_NOISE,6LMJ_A,0.0
G033,6LNB_G,1.0
G034,6LPV_A,1.0
G048,6LTR_A,1.0
G048,6LTU_A,1.0
G_NOISE,6LVW_A,0.0
G035,6LWA_D,1.0
G035,6LWD_A,1.0
G035,6LWL_A,1.0
G035,6LWN_D,1.0
G035,6LWP_A,1.0
G035,6LWR_A,1.0
G_NOISE,6LXN_A,0.0
G048,6M0X_A,1.0
G_NOISE,6M75_A,0.0
G_NOISE,6M9R_A,0.0
G026,6MII_E,0.9290430312185856
G003,6ML4_A,0.9312962259135829
G_NOISE,6MQ8_A,0.0
G_NOISE,6MRJ_B,0.0
G038,6MU4_A,1.0
G010,6MUO_B,0.678785706481597
G_NOISE,6MUP_A,0.0
G011,6MUP_D,1.0
G008,6MUP_G,0.9811347914337364
G_NOISE,6MUP_M,0.0
G_NOISE,6MXO_A,0.0
G_NOISE,6MZM_W,0.0
G_NOISE,6N1P_B,0.0
G_NOISE,6N4C_A,0.0
G_NOISE,6N4C_B,0.0
G_NOISE,6N4C_C,0.0
G_NOISE,6N4C_D,0.0
G_NOISE,6N4C_F,0.0
G_NOISE,6N7W_H,0.0
G_NOISE,6NC9_A,0.0
G_NOISE,6NCL_d9,0.0
G_NOISE,6NCM_A,0.0
G036,6NE0_F,1.0
G_NOISE,6NE3_W,0.0
G_NOISE,6NJU_D,0.0
G049,6NL0_A,1.0
G_NOISE,6NSM_A,0.0
G_NOISE,6NUH_A,0.0
G043,6O0Z_A,0.47687190409233854
G_NOISE,6O19_A,0.0
G017,6O3T_A,0.8261774412676834
G_NOISE,6O71_A,0.0
G_NOISE,6O8E_A,0.0
G_NOISE,6O8G_B,0.0
G_NOISE,6O8H_A,0.0
G_NOISE,6O8Q_B,0.0
G_NOISE,6O9L_Q,0.0
G_NOISE,6O9L_T,0.0
G041,6OBJ_A,1.0
G_NOISE,6OD3_A,0.0
G_NOISE,6ODM_E,0.0
G_NOISE,6OEA_A,0.0
G_NOISE,6OFD_A,0.0
G037,6OHB_A,1.0
G_NOISE,6OJ0_A,0.0
G_NOISE,6OJ0_Z,0.0
G_NOISE,6OLA_A0,0.0
G_NOISE,6OMV_B,0.0
G025,6OTZ_A,1.0
G_NOISE,6OX6_B,0.0
G_NOISE,6OY6_D,0.0
G045,6P0C_A,1.0
G045,6P0E_A,1.0
G_NOISE,6P18_Q,0.0
G_NOISE,6P3E_A,0.0
G_NOISE,6P4F_B,0.0
G_NOISE,6P4F_C,0.0
G038,6P5C_A,1.0
G_NOISE,6P71_D,0.0
G_NOISE,6P73_A,0.0
G_NOISE,6P7B_A,0.0
G_NOISE,6P7E_G,0.0
G_NOISE,6P8U_B,0.0
G030,6P93_A,1.0
G030,6P94_A,1.0
G_NOISE,6PAX_A,0.0
G_NOISE,6PBD_A,0.0
G_NOISE,6PBZ_A,0.0
G_NOISE,6PCM_A,0.0
G_NOISE,6PEU_B,0.0
G033,6PIJ_A,1.0
G_NOISE,6PIJ_G,0.0
G049,6PKZ_A,1.0
G_NOISE,6PMI_F,0.0
G_NOISE,6PNZ_A,0.0
G046,6PR5_A,0.29310460788657006
G023,6PSQ_J,1.0
G_NOISE,6PST_L,0.0
G_NOISE,6PT8_A,0.0
G_NOISE,6PY8_E,0.0
G_NOISE,6Q0C_A,0.0
G045,6Q1V_A,1.0
G_NOISE,6Q5U_R,0.0
G_NOISE,6QEC_A,0.0
G_NOISE,6QEM_G,0.0
G_NOISE,6QFD_B,0.0
G_NOISE,6QIB_A,0.0
G_NOISE,6QJT_A,0.0
G_NOISE,6QL9_G,0.0
G_NOISE,6QLD_a,0.0
G_NOISE,6QLD_b,0.0
G_NOISE,6QLD_d,0.0
G_NOISE,6QLD_e,0.0
G_NOISE,6QLD_g,0.0
G_NOISE,6QLD_h,0.0
G_NOISE,6QLD_i,0.0
G037,6QP3_A,1.0
G_NOISE,6QUA_B,0.0
G_NOISE,6QWF_A,0.0
G_NOISE,6QWH_A,0.0
G_NOISE,6QWK_A,0.0
G_NOISE,6QWM_A,0.0
G026,6QX2_J,1.0
G031,6QX2_K,1.0
G031,6QX2_d,1.0
G031,6QX2_k,1.0
G026,6QX2_r,1.0
G031,6QX2_s,1.0
G031,6QX2_u,1.0
G_NOISE,6QXF_B,0.0
G_NOISE,6QZ9_0A,0.0
G032,6QZK_A,1.0
G_NOISE,6R1T_D,0.0
G_NOISE,6R1T_G,0.0
G_NOISE,6R1U_K,0.0
G_NOISE,6R2Q_B,0.0
G_NOISE,6R2Q_C,0.0
G_NOISE,6R2V_B,0.0
G_NOISE,6R2V_C,0.0
G_NOISE,6RAR_I,0.0
G_NOISE,6RAS_I,0.0
G_NOISE,6RAU_I,0.0
G034,6RCN_A,0.9507006419843181
G_NOISE,6RFR_6,0.0
G_NOISE,6RIE_A,0.0
G_NOISE,6RKW_A,0.0
G_NOISE,6RKW_B,0.0
G035,6RNM_A,1.0
G035,6RNR_A,1.0
G_NOISE,6RQL_A,0.0
G_NOISE,6RWM_A,0.0
G_NOISE,6RWO_A,0.0
G007,6RYD_A,0.9481567289838496
G_NOISE,6RZ2_A,0.0
G_NOISE,6S16_B,0.0
G_NOISE,6S3O_A,0.0
G_NOISE,6S3P_A,0.0
G_NOISE,6S48_A,0.0
G_NOISE,6S6H_B,0.0
G_NOISE,6S85_A,0.0
G_NOISE,6SA0_A,0.0
G_NOISE,6SD0_A,0.0
G_NOISE,6SLF_A,0.0
G_NOISE,6T0B_J,0.0
G019,6T21_A,0.8356970666133581
G_NOISE,6T2U_B,0.0
G_NOISE,6T5X_A,0.0
G_NOISE,6T8H_B,0.0
G_NOISE,6T8H_C,0.0
G013,6TBZ_A,1.0
G035,6TC9_A,1.0
G013,6TCE_A,1.0
G_NOISE,6TJJ_AAA,0.0
G_NOISE,6TNY_A,0.0
G_NOISE,6TQN_G,0.0
G023,6TQN_Y,1.0
G_NOISE,6TRA_A,0.0
G_NOISE,6TUX_A,0.0
G_NOISE,6TXR_A,0.0
G_NOISE,6U0M_2,0.0
G_NOISE,6U0M_4,0.0
G_NOISE,6U0M_7,0.0
G_NOISE,6U81_A,0.0
G_NOISE,6U82_D,0.0
G028,6U8W_A,0.9884227085000679
G028,6U8X_A,0.9884227085000679
G028,6U90_A,0.9884227085000679
G028,6U91_A,0.9884227085000679
G_NOISE,6UBF_A,0.0
G_NOISE,6UG1_A,0.0
G_NOISE,6UH5_L,0.0
G_NOISE,6UH5_N,0.0
G025,6UIS_A,0.778323800343465
G025,6UJZ_A,0.778323800343465
G_NOISE,6UKF_X,0.0
G_NOISE,6UMM_C,0.0
G049,6UOL_A,1.0
G_NOISE,6UQI_A,0.0
G038,6UR4_A,1.0
G_NOISE,6USO_A,0.0
G_NOISE,6USQ_A,0.0
G_NOISE,6UT6_G,0.0
G051,6UVW_D,1.0
G051,6UW0_B,1.0
G051,6UWG_A,1.0
G051,6UWH_A,1.0
G051,6UWJ_A,1.0
G051,6UWK_A,1.0
G_NOISE,6V10_1,0.0
G_NOISE,6V1G_1,0.0
G_NOISE,6V1Z_1,0.0
G_NOISE,6V7B_A,0.0
G_NOISE,6VAE_A,0.0
G033,6VBW_D,1.0
G_NOISE,6VCS_B,0.0
G_NOISE,6VDD_A,0.0
G_NOISE,6VEN_M,0.0
G_NOISE,6VF1_A,0.0
G_NOISE,6VG8_D,0.0
G_NOISE,6VGD_A,0.0
G_NOISE,6VJW_A,0.0
G043,6VPC_B,0.47687190409233854
G_NOISE,6VR2_A,0.0
G003,6VTX_A,1.0
G_NOISE,6VU7_C,0.0
G024,6VVY_D,1.0
G022,6VW0_C,1.0
G_NOISE,6VYP_K,0.0
G_NOISE,6VZJ_AE,0.0
G046,6W0M_A,0.9968687844546321
G030,6W0Q_A,1.0
G046,6W0R_A,1.0
G046,6W13_A,1.0
G_NOISE,6W1A_A,0.0
G_NOISE,6W1F_A,0.0
G_NOISE,6W2D_K,0.0
G030,6W2P_A,1.0
G030,6W43_A,1.0
G030,6W4I_A,1.0
G048,6W5C_A,1.0
G019,6W7A_A,0.8261326387928318
G028,6W8B_A,1.0
G028,6W8J_D,1.0
G_NOISE,6WB9_2,0.0
G_NOISE,6WB9_5,0.0
G_NOISE,6WBR_A,0.0
G_NOISE,6WC0_A,0.0
G011,6WC2_D,0.3617032121060678
G011,6WC5_B,0.3617032121060678
G007,6WC5_I,1.0
G_NOISE,6WHI_I,0.0
G019,6WHM_A,0.8261326387928318
G_NOISE,6WKT_A,0.0
G033,6WMC_A,1.0
G_NOISE,6WMD_A,0.0
G003,6WMI_A,0.9312962259135829
G023,6WMU_D,1.0
G_NOISE,6WOY_D,0.0
G025,6WPJ_A,1.0
G_NOISE,6WQ0_A,0.0
G_NOISE,6WQ2_A,0.0
G_NOISE,6WQ2_a,0.0
G023,6WVJ_D,0.39042451602357797
G016,6WYA_A,1.0
G_NOISE,6X1J_A,0.0
G022,6X43_A,0.638236449207281
G005,6X6D_A,1.0
G005,6X6E_A,1.0
G_NOISE,6X74_A,0.0
G_NOISE,6X76_A,0.0
G_NOISE,6X77_A,0.0
G_NOISE,6X7F_AB,0.0
G_NOISE,6X9J_A,0.0
G_NOISE,6XAS_B,0.0
G_NOISE,6XB8_C,0.0
G_NOISE,6XBU_A,0.0
G_NOISE,6XEO_A,0.0
G_NOISE,6XGX_A,0.0
G_NOISE,6XH7_G,0.0
G012,6XL5_G,1.0
G_NOISE,6XNY_D,0.0
G_NOISE,6Y37_C,0.0
G_NOISE,6Y39_C,0.0
G_NOISE,6Y42_A,0.0
G_NOISE,6Y5D_A,0.0
G009,6Y5E_A,1.0
G008,6Y5E_C,1.0
G008,6Y5E_G,0.9413010585071176
G040,6Y5E_K,1.0
G_NOISE,6Y6G_A,0.0
G_NOISE,6Y79_2,0.0
G_NOISE,6YCQ_A,0.0
G_NOISE,6YJ4_f,0.0
G_NOISE,6YKF_A,0.0
G_NOISE,6YL2_A,0.0
G_NOISE,6YO9_A,0.0
G_NOISE,6YRA_A,0.0
G_NOISE,6YRA_B,0.0
G_NOISE,6YSL_C,0.0
G_NOISE,6YUG_A,0.0
G026,6Z1A_B,1.0
G_NOISE,6Z6P_K,0.0
G_NOISE,6Z6P_M,0.0
G_NOISE,6Z8D_B,0.0
G_NOISE,6Z9Q_A,0.0
G_NOISE,6ZA3_B,0.0
G_NOISE,6ZG8_H,0.0
G_NOISE,6ZHE_C,0.0
G_NOISE,6ZJ2_B,0.0
G013,6ZMN_A,1.0
G045,6ZNP_A,0.26887453669208455
G_NOISE,6ZTJ_AJ,0.0
G044,6ZZ6_A,1.0
G_NOISE,6ZZ6_B,0.0
G_NOISE,7A23_Z,0.0
G_NOISE,7ABS_A,0.0
G_NOISE,7AE5_c,0.0
G_NOISE,7AEO_A,0.0
G_NOISE,7AGJ_A,0.0
G_NOISE,7AH9_1A,0.0
G_NOISE,7AH9_1F,0.0
G_NOISE,7AH9_1I,0.0
G_NOISE,7AH9_1L,0.0
G_NOISE,7AI6_B,0.0
G026,7AI7_A,0.802538327255504
G012,7AMV_K,1.0
G_NOISE,7AMV_W,0.0
G047,7AOE_B,0.8362509480555982
G_NOISE,7AOH_E,0.0
G_NOISE,7AOH_I,0.0
G044,7AOH_Y,1.0
G_NOISE,7APD_C,0.0
G_NOISE,7APD_G,0.0
G025,7AUD_A,0.25001853486576503
G_NOISE,7AW7_D,0.0
G016,7B0H_F,0.8602433128485554
G_NOISE,7B20_B,0.0
G_NOISE,7B24_B,0.0
G_NOISE,7B25_B,0.0
G014,7B49_A,1.0
G014,7B4D_A,1.0
G014,7B4G_A,1.0
G_NOISE,7B5Y_A,0.0
G_NOISE,7BHY_A,0.0
G_NOISE,7BJQ_A,0.0
G_NOISE,7BK8_A,0.0
G_NOISE,7BTQ_A,0.0
G_NOISE,7BTQ_E,0.0
G_NOISE,7BTX_C,0.0
G_NOISE,7BWD_L,0.0
G_NOISE,7C0G_A,0.0
G040,7C0M_K,1.0
G_NOISE,7C4P_A,0.0
G_NOISE,7C4P_B,0.0
G_NOISE,7C4R_A,0.0
G_NOISE,7C7L_A,0.0
G_NOISE,7C8Z_B,0.0
G_NOISE,7C99_A,0.0
G_NOISE,7C9A_A,0.0
G_NOISE,7CBY_C,0.0
G_NOISE,7CC9_A,0.0
G_NOISE,7CCD_A,0.0
G_NOISE,7CCJ_B,0.0
G008,7CCQ_C,0.7584682790844676
G040,7CCQ_K,1.0
G_NOISE,7CE1_K,0.0
G_NOISE,7CKQ_G,0.0
G051,7CQ4_A,0.8706880927647138
G_NOISE,7CR8_C,0.0
G_NOISE,7CRE_A,0.0
G_NOISE,7CS1_A,0.0
G_NOISE,7CSY_B,0.0
G_NOISE,7CY6_A,0.0
G_NOISE,7CZO_A,0.0
G048,7D2L_A,1.0
G048,7D3J_A,1.0
G_NOISE,7D3V_A,0.0
G_NOISE,7D58_A,0.0
G_NOISE,7D58_E,0.0
G_NOISE,7D7D_I,0.0
G_NOISE,7D8T_A,0.0
G_NOISE,7D98_P,0.0
G_NOISE,7DBW_A,0.0
G_NOISE,7DCJ_B,0.0
G017,7DCU_B,1.0
G027,7DKP_A,1.0
G_NOISE,7DN2_d,0.0
G_NOISE,7DTA_A,0.0
G_NOISE,7DV2_A,0.0
G_NOISE,7DVV_B,0.0
G018,7DWR_B,1.0
G_NOISE,7E1B_A,0.0
G_NOISE,7E2C_A,0.0
G_NOISE,7E4H_B,0.0
G_NOISE,7E80_CE,0.0
G009,7EA5_A,0.6022099687556269
G008,7EA5_C,0.9407037386838557
G_NOISE,7EA5_K,0.0
G009,7EA8_A,0.5439634125132596
G008,7EA8_C,0.9407037386838557
G_NOISE,7EA8_L,0.0
G_NOISE,7EDB_A,0.0
G014,7EDS_A,1.0
G_NOISE,7EEB_H,0.0
G_NOISE,7EF9_A,0.0
G_NOISE,7EGA_o,0.0
G_NOISE,7EGK_B,0.0
G_NOISE,7EJ6_A,0.0
G_NOISE,7EJE_A,0.0
G048,7EL1_A,1.0
G_NOISE,7EL3_A,0.0
G_NOISE,7ELN_A,0.0
G_NOISE,7ELN_B,0.0
G_NOISE,7EN4_A,0.0
G036,7EQG_G,1.0
G_NOISE,7EXT_B7,0.0
G014,7EZJ_k,1.0
G_NOISE,7F0R_C,0.0
G_NOISE,7F0R_D,0.0
G042,7F4Y_B,0.23597739390351102
G_NOISE,7F75_C,0.0
G_NOISE,7F75_G,0.0
G_NOISE,7F9F_B,0.0
G_NOISE,7FDE_G,0.0
G040,7FTN_A,1.0
G_NOISE,7JGS_D,0.0
G_NOISE,7JM4_A,0.0
G_NOISE,7JN3_A,0.0
G_NOISE,7JQQ_A,0.0
G_NOISE,7JRJ_H,0.0
G_NOISE,7JU3_B,0.0
G_NOISE,7JVT_D,0.0
G_NOISE,7JW1_B,0.0
G_NOISE,7JW1_E,0.0
G_NOISE,7JY8_A,0.0
G_NOISE,7K30_A,0.0
G_NOISE,7K31_A,0.0
G010,7K6P_F,0.9664045434670857
G009,7K6Q_A,1.0
G011,7K6Q_D,0.737774620065181
G_NOISE,7K6Q_K,0.0
G_NOISE,7K9Y_A,0.0
G_NOISE,7KC0_A,0.0
G023,7KHE_D,1.0
G_NOISE,7KHI_F,0.0
G_NOISE,7KIF_J,0.0
G_NOISE,7KII_A,0.0
G_NOISE,7KIN_M,0.0
G_NOISE,7KQN_A,0.0
G045,7KR4_A,1.0
G_NOISE,7KSP_A,0.0
G_NOISE,7KTK_A,0.0
G009,7KTQ_A,0.9224726961329862
G_NOISE,7KZ1_A,0.0
G_NOISE,7KZV_U,0.0
G_NOISE,7L1K_B,0.0
G045,7L34_A,1.0
G045,7L35_A,1.0
G_NOISE,7L49_A,0.0
G040,7L4C_A,0.7774269908564898
G040,7L4H_A,0.7774269908564898
G040,7L4K_A,0.7774269908564898
G040,7L4N_A,0.7774269908564898
G028,7L4X_B,0.999245244865152
G_NOISE,7LBW_A,0.0
G_NOISE,7LCC_A,0.0
G_NOISE,7LH9_B,0.0
G026,7LHZ_C,1.0
G_NOISE,7LIV_r,0.0
G_NOISE,7LO5_A,0.0
G_NOISE,7LSY_Y,0.0
G_NOISE,7LT5_B,0.0
G_NOISE,7LUF_B,0.0
G_NOISE,7LV8_A,0.0
G_NOISE,7LV8_B,0.0
G_NOISE,7LYT_A,0.0
G050,7M0D_B,1.0
G050,7M0E_A,1.0
G_NOISE,7M3R_L,0.0
G050,7M49_A,1.0
G_NOISE,7M7T_A,0.0
G_NOISE,7MCA_C,0.0
G_NOISE,7MG6_A,0.0
G_NOISE,7MI4_A,0.0
G_NOISE,7MI4_E,0.0
G017,7MK1_A,0.8700900673268984
G_NOISE,7MR3_D,0.0
G_NOISE,7MSN_A,0.0
G_NOISE,7MTL_A,0.0
G026,7MVS_B,1.0
G_NOISE,7MWM_A,0.0
G_NOISE,7MXW_Z,0.0
G_NOISE,7MXX_Z,0.0
G049,7MZ0_A,1.0
G_NOISE,7N3Y_A,0.0
G_NOISE,7N8S_A,0.0
G_NOISE,7NE6_A,0.0
G_NOISE,7NPF_C,0.0
G_NOISE,7NWH_ii,0.0
G_NOISE,7NX5_A,0.0
G_NOISE,7NYX_A,0.0
G_NOISE,7O0G_A,0.0
G044,7O0H_A,1.0
G_NOISE,7O3H_V,0.0
G_NOISE,7O4T_D,0.0
G_NOISE,7OA5_B,0.0
G_NOISE,7OAR_A,0.0
G_NOISE,7OB9_B,0.0
G_NOISE,7OB9_M,0.0
G_NOISE,7OBN_A,0.0
G_NOISE,7OCI_H,0.0
G048,7ODF_A,1.0
G_NOISE,7OIY_A,0.0
G016,7OM3_A,1.0
G_NOISE,7ON0_AAA,0.0
G_NOISE,7OOK_A,0.0
G_NOISE,7OUF_B,0.0
G_NOISE,7OVB_D,0.0
G043,7OX9_B,1.0
G_NOISE,7OXQ_B,0.0
G_NOISE,7P0W_A,0.0
G022,7P5X_AC,1.0
G_NOISE,7P8L_A,0.0
G_NOISE,7PA6_AAA,0.0
G_NOISE,7PBO_D,0.0
G_NOISE,7PBU_A,0.0
G_NOISE,7PDS_A,0.0
G_NOISE,7PEL_B,0.0
G_NOISE,7PLO_O,0.0
G_NOISE,7PSX_A,0.0
G_NOISE,7PZB_A,0.0
G_NOISE,7Q06_A,0.0
G_NOISE,7Q0N_A,0.0
G007,7Q3O_C,1.0
G_NOISE,7Q4N_K,0.0
G041,7Q8A_B,0.9704916923670991
G029,7QAZ_B,0.9499699534913656
G_NOISE,7QF6_B,0.0
G_NOISE,7QG9_A,0.0
G_NOISE,7QG9_G,0.0
G_NOISE,7QG9_L,0.0
G_NOISE,7QG9_V,0.0
G_NOISE,7QHM_I,0.0
G_NOISE,7QO1_B,0.0
G012,7QOF_B,1.0
G_NOISE,7QOF_a,0.0
G_NOISE,7QOG_C,0.0
G_NOISE,7QOI_FS,0.0
G_NOISE,7QOJ_D,0.0
G_NOISE,7QOJ_E,0.0
G_NOISE,7QOJ_I,0.0
G_NOISE,7QOK_A,0.0
G_NOISE,7QQD_B,0.0
G_NOISE,7QRU_F,0.0
G_NOISE,7QW6_A,0.0
G036,7R2K_L,1.0
G_NOISE,7R2K_S,0.0
G_NOISE,7R2K_Y,0.0
G_NOISE,7R3X_A,0.0
G_NOISE,7R3Y_A,0.0
G_NOISE,7R5S_L,0.0
G_NOISE,7R5S_N,0.0
G_NOISE,7R5S_W,0.0
G034,7R6T_C,0.9994379193884677
G034,7R6V_D,0.9994379193884677
G_NOISE,7R8H_A,0.0
G_NOISE,7R8I_A,0.0
G_NOISE,7RAY_A,0.0
G051,7RCC_A,1.0
G051,7RCD_A,1.0
G051,7RCE_A,1.0
G051,7RCF_A,1.0
G051,7RCG_A,1.0
G_NOISE,7RGO_A,0.0
G_NOISE,7RH2_B,0.0
G_NOISE,7RHZ_A,0.0
G_NOISE,7RL1_1,0.0
G_NOISE,7RPO_C,0.0
G_NOISE,7RPW_A,0.0
G_NOISE,7RPX_B,0.0
G_NOISE,7RPX_E,0.0
G_NOISE,7RRO_e,0.0
G016,7RSU_A,1.0
G_NOISE,7RT0_A,0.0
G_NOISE,7RTI_C,0.0
G_NOISE,7S01_A,0.0
G_NOISE,7S01_C,0.0
G_NOISE,7S01_D,0.0
G_NOISE,7S01_c,0.0
G012,7S01_d,1.0
G043,7S36_P,0.875517041287545
G_NOISE,7S9W_A,0.0
G046,7SBA_A,0.26241736880833855
G_NOISE,7SBA_H,0.0
G_NOISE,7SBA_I,0.0
G_NOISE,7SQK_C,0.0
G_NOISE,7SQK_E,0.0
G_NOISE,7SR6_A,0.0
G041,7SS5_A,1.0
G_NOISE,7SU3_A,0.0
G045,7SUM_A,1.0
G030,7SUV_B,1.0
G_NOISE,7SVU_X,0.0
G_NOISE,7T18_A,0.0
G_NOISE,7T21_A,0.0
G_NOISE,7T3L_A,0.0
G_NOISE,7T8K_A,0.0
G_NOISE,7TAW_J,0.0
G013,7TEA_B,1.0
G_NOISE,7TFH_B,0.0
G_NOISE,7TIB_F,0.0
G_NOISE,7TMR_H,0.0
G004,7TQB_H,1.0
G004,7TQB_L,1.0
G016,7TQW_A,1.0
G030,7TR7_A,1.0
G_NOISE,7TRA_A,0.0
G_NOISE,7TRA_D,0.0
G_NOISE,7TRA_Q,0.0
G_NOISE,7TXJ_A,0.0
G_NOISE,7TXJ_a,0.0
G_NOISE,7TZV_M,0.0
G_NOISE,7U02_M,0.0
G_NOISE,7U06_G,0.0
G_NOISE,7U1T_A,0.0
G_NOISE,7U5C_E,0.0
G033,7U5D_B,1.0
G_NOISE,7U5D_I,0.0
G_NOISE,7UBL_A,0.0
G_NOISE,7UBN_Q,0.0
G_NOISE,7UBU_A,0.0
G036,7UFI_1,1.0
G_NOISE,7UGW_B,0.0
G026,7UGW_C,0.8293633349046683
G_NOISE,7UIN_D,0.0
G_NOISE,7UNG_P,0.0
G040,7UUX_A,1.0
G_NOISE,7UWH_C,0.0
G_NOISE,7UXD_A,0.0
G_NOISE,7UY6_A,0.0
G_NOISE,7V59_B,0.0
G004,7V5N_E,1.0
G004,7V5N_F,1.0
G_NOISE,7V6W_B,0.0
G011,7V90_D,0.8521345777950261
G_NOISE,7V9G_D,0.0
G_NOISE,7V9I_A,0.0
G_NOISE,7V9U_A,0.0
G_NOISE,7VE5_A,0.0
G017,7VG8_A,0.8031991311058484
G_NOISE,7VJQ_A,0.0
G_NOISE,7VN3_A,0.0
G_NOISE,7VOV_A,0.0
G_NOISE,7VS4_A,0.0
G_NOISE,7VS4_B,0.0
G036,7VS4_C,0.9393990054921013
G048,7VW3_A,1.0
G_NOISE,7VWY_G,0.0
G_NOISE,7W1K_A,0.0
G_NOISE,7W1Y_5,0.0
G_NOISE,7W5X_K,0.0
G_NOISE,7W7T_A,0.0
G_NOISE,7WAY_A,0.0
G_NOISE,7WB3_A,0.0
G_NOISE,7WJU_A,0.0
G009,7WLR_A,0.4837849935309509
G010,7WLR_B,0.9826240231890018
G011,7WLR_D,0.37091798472248927
G008,7WLR_G,0.4175536394456504
G_NOISE,7WM3_A,0.0
G_NOISE,7WMP_a,0.0
G_NOISE,7WNH_D,0.0
G_NOISE,7WNR_B,0.0
G_NOISE,7WWV_B,0.0
G033,7WWV_C,0.929676476153809
G011,7X1N_C,0.3617032121060678
G_NOISE,7X5A_A,0.0
G_NOISE,7X5E_B,0.0
G_NOISE,7X5E_E,0.0
G_NOISE,7X5G_B,0.0
G_NOISE,7X7P_M,0.0
G_NOISE,7X7Q_A,0.0
